0.06319123,0.97097438,0.30900334,0.92689542,-0.46559302,0.28619612,-0.26442255,-0.32515281,-0.82221663,-0.09605992,1.46460312,1.41949880,-0.42278869,-1.85270274,0.27158244,-0.50449761,-1.82211510,0.19319347,-1.58948692,0.23790005,-1.00191469,-0.23135019,0.00353504,0.07405251,-2.68697208
1.57764100,-0.58232763,1.49107710,-0.94308558,-0.04994426,-0.22725491,-0.09365953,-0.18989849,0.58375962,-1.15111132,0.32323722,-2.08628890,-0.04508961,0.14300518,-0.37820432,1.22952466,1.59904491,0.40773104,1.06034665,0.10661788,0.97634748,0.51745191,-1.01540488,0.16333933,0.91586785
-0.44621409,2.77628169,-1.75280248,-0.84735252,1.38163621,-1.47768097,-0.06616534,-0.50953848,0.13212659,0.30227445,1.07645058,-0.84108279,-3.08174034,-0.03003131,-0.07641641,-0.21092810,0.13904534,0.42643473,0.07287283,0.27372093,-0.46201951,-0.04917123,-0.33568605,0.43193709,-0.25307291
-0.44610628,-2.00722772,0.92387642,0.15940486,0.06382442,-1.32638021,0.10894190,-0.53904687,-0.54819743,-0.11973499,1.02184295,-0.79340980,-2.41635784,0.77325116,-0.43879227,0.64611640,-1.39369295,-0.66187840,2.16689127,1.09937450,-0.12020720,-0.49731587,-0.64629061,0.06097072,-0.94504930
-1.31874977,-1.00227572,-0.19605981,0.73241715,-0.48290729,0.47535278,-1.45193742,0.83183309,1.37549125,-1.11835768,1.56379050,0.35192267,-0.48415008,0.37943456,0.59757202,0.67647204,0.51999202,-0.04389028,2.04632513,-0.51650791,0.09980322,-0.98306511,-0.63940136,1.12629133,-0.81031876
1.01539110,-0.62056693,0.36622239,1.19257797,0.81721063,-1.07944456,1.86283674,0.04639797,-1.19599227,-0.00230148,-0.36658943,0.66135002,-0.10010695,-0.98147071,0.30343459,-0.72317030,0.72639128,0.88490287,-0.05915293,-0.77662728,-1.25187458,-0.69417933,0.54618674,-1.41277897,-1.13636856
0.41379586,-0.21576558,-0.13939276,2.93356300,-1.36986649,0.48634129,1.77595765,0.93677539,-0.51211248,0.58317127,-1.55193324,0.29132105,-0.58991802,0.09527031,-1.84712300,-0.07090849,1.48270057,1.42379510,-0.50867812,-1.62008585,-0.10846000,-0.39738191,-0.78387517,1.94692682,0.46529001
-0.61311083,0.40590702,0.20103025,-0.13166935,-0.07465709,2.34125760,-0.18112446,-0.75041818,-0.39033820,-0.22438264,0.92011116,0.48772537,-1.45805795,0.81168891,-0.56974872,-0.40156457,-0.48540674,-0.63648255,0.90345913,0.63798445,1.57717562,0.58504992,-0.62207047,0.49836249,0.47118148
1.11792691,-0.20891855,0.55408462,1.22488986,-0.59774627,-0.53612500,-0.03625446,0.81734831,0.17974661,0.64112732,0.59631334,-3.62707345,0.31352368,1.77703490,-0.57080096,1.29566612,2.36315971,0.64707728,-0.12767301,-0.43343021,1.75042789,-0.73139688,1.33214594,-1.11680406,0.06445976
0.60989156,-0.88705419,-1.12275948,-0.10244305,1.09801036,-0.11979458,-0.77250602,-0.28567215,-1.49231029,0.28498433,1.20123878,-2.69044984,0.16043219,0.07950885,-0.96366304,0.41460364,-0.21312043,-0.50449598,0.38963583,0.47515567,0.26943359,-1.35842325,-1.54505012,0.20782779,-1.40403299
