-1.42842931,0.00782481,0.03013246,1.03606710,0.05596376,0.74366478,0.21724212,-0.45481081,-1.85818294,-0.26972210,-0.78585887,0.20487937,-0.16743927,-0.54691726,1.34620633,1.08272824,1.12285495,1.03260792,-0.99474681,1.45524059,-0.32577873,-0.73888327,-0.78619094,0.28283032,0.30566807
0.21469099,-0.27721530,0.39583626,-1.32305548,-0.86039056,-0.28273322,-0.33744443,1.51743092,-1.34069607,-0.77534785,-0.60905641,0.41489043,0.11434025,0.63581463,-1.01899531,-0.24707763,1.83849924,0.29945910,-1.37826840,-0.90347790,1.04118160,-0.83809951,-0.07884783,-1.25931226,0.07350256
-1.22321880,0.00420187,0.49560585,1.07934456,0.38414063,-0.52863873,-0.88409143,0.13630956,0.29019228,0.59781700,0.23681144,-0.15755348,-1.10244192,1.12522692,1.54497307,0.35309390,0.72286530,0.11683443,-0.01584690,-0.16615738,0.53816139,0.31362448,0.03254588,-1.23243768,1.09330523
-0.10388413,-0.29638271,-0.95867884,0.72001279,1.49244166,1.77520826,-0.05506300,-1.66440735,-0.50771011,0.27732858,1.00418750,0.47427426,0.49971110,0.26907389,1.58146780,1.58427216,1.11531702,-2.02068578,-0.69067573,0.83390304,-2.40039907,1.75354434,1.45208951,0.50845968,-0.16509309
0.10846227,0.51476042,-0.72983066,-1.96642912,0.67621050,0.57943654,0.72642610,1.25723974,-1.80343989,-1.46399301,-1.35014203,0.37140196,0.72830822,0.53166000,0.45731118,-1.65410349,1.77930915,-1.61355251,1.45559809,0.82264027,0.77809679,0.10169669,1.17287514,-0.43549157,-0.42686403
0.88303210,-0.79737535,-0.89272298,1.02993442,-1.48354078,1.29194071,0.91320643,0.38316813,0.38340243,0.96106464,-2.48918145,-0.85577865,0.20694038,-1.59886061,-0.94632946,1.00443884,0.59577594,0.30841532,0.20084187,-1.17267837,0.22809611,-2.15002925,1.96219798,0.01850949,0.44521896
0.92164174,-1.01156056,2.19435339,-0.16400673,-0.46020479,-0.22964624,0.96270486,-1.01015683,-1.42024584,0.48323166,0.04625928,-1.53024280,-0.32455999,-1.03817072,1.25373680,-1.63397517,-0.16524282,-0.33895565,-0.01460037,-0.70252589,2.66072253,-0.62760107,-1.03658752,0.45864291,-1.04965879
-0.29990718,1.38422246,1.08235350,-2.34195591,0.87611511,-1.82737696,-0.22157864,-0.34911387,-1.93362809,-0.04744236,-2.44032468,-1.20151047,-0.28732832,-0.88061452,-0.85550805,0.04812359,-0.84698788,-1.18574532,-0.91320135,-0.45922901,0.01363112,0.66433665,-0.04919681,0.24984376,-0.89477633
-0.03837780,0.05464993,-0.39007715,-0.44244582,1.00538040,-1.64374060,-0.23519077,0.08375856,-0.80651386,0.38545085,1.72957476,1.03693100,1.05453976,-0.18977270,-0.66097276,-0.63009037,1.02528172,1.38169545,0.03012012,0.45526267,-0.00215725,-1.23968338,1.64222702,-0.97956460,0.35724024
-1.44968902,1.41689789,-0.85990241,-0.12599316,-0.82227079,0.36238674,0.17080004,-0.31817339,-1.92457077,0.00096995,-1.51938391,0.66534142,0.24197771,1.61928053,0.94141521,-0.69417502,0.42105976,0.21983699,-0.52250086,0.55294518,-0.13775018,-0.01093023,-2.68445234,1.06866871,-1.09079498
-1.63532976,0.20232976,0.61885982,-0.26281146,1.05462781,-0.15545494,-0.46429133,-0.04712177,-0.04226366,0.75483369,0.49919214,-2.05906327,0.38685995,1.40135360,-0.98253952,-1.34892549,-2.16134025,-1.10773211,-0.01157197,-0.10679171,0.20303823,1.02082033,-0.97218204,-0.80074652,0.74757447
-0.10145488,0.17178541,-0.89008620,-1.17875977,0.28362919,0.61057529,0.07146549,0.20326937,-0.03888202,0.05609208,0.21712604,1.46092820,0.33976716,0.61664190,1.02612840,1.13986406,0.05858092,0.38399666,0.12109608,-1.44860534,0.95159438,1.16945988,-0.46251648,-0.57668187,1.37177872
0.45275332,-1.01153672,-0.23896066,-2.11358193,0.92000450,1.21217725,-0.01312689,-1.05478799,-0.46254114,-1.12280224,-1.95110539,0.25234383,0.03352134,3.17443767,-0.30973442,-0.07962156,2.38431848,0.16801778,1.13105378,-0.28837318,1.09938713,-0.05570408,-1.38036382,-0.14186254,-0.09947564
-0.36070692,0.16305998,-1.87167355,0.58099351,-0.08875728,-2.01391966,-0.11075016,-0.11718814,0.09234450,-1.12464786,-0.06437677,-0.65605032,-0.09826392,-1.13859068,0.35976465,0.76878028,1.09073435,0.99324157,1.57942068,-0.45560784,-0.08451031,0.19531431,-0.44705315,-0.31480969,-0.58319230
0.72516007,-0.36648991,1.11423089,-0.25296301,0.11082658,-0.07510022,1.66261368,0.18813067,1.15724196,-1.50921597,0.44387181,1.06449112,0.06905766,-0.54844401,-1.11208561,0.20629014,1.71265124,-0.63700538,0.45169543,-0.64292970,-0.47364042,1.94910238,-1.10573047,-0.05831647,0.00272937
0.04337880,-0.91353491,-0.72750128,0.18810268,-0.67048267,0.34866449,0.72482968,-0.30452363,0.45395469,0.50460463,-0.43560224,1.39435451,0.88571780,1.44041885,2.61766861,-0.59962236,0.91621715,-0.57495202,0.03302346,-1.67835424,0.20710196,0.26689210,-0.23163416,2.57242124,0.07716793
0.02264167,-1.01044057,2.07030891,0.25595037,0.30811500,0.48980579,-0.89816739,0.13863077,-2.39512539,-1.04912857,-1.40856477,2.22140993,-0.09091424,-1.26320482,-1.38391408,-0.42993205,1.66846572,2.20218305,0.52578318,0.57398747,1.21399325,1.15356385,0.19744618,0.52286083,-0.46630771
-0.82058266,1.20969791,0.47727521,-0.28833466,1.10379223,-0.46560589,-0.05728675,0.19290160,-1.24801640,-0.26130467,0.36188754,-1.86658934,0.44450921,0.34300602,-0.30163420,-0.67124906,-1.96475887,-1.47626075,0.60074313,-2.17969369,1.78699080,0.40417975,0.72833477,0.21491920,0.07910929
-0.07561259,2.09270411,0.61422382,0.69720857,-0.28082596,-0.62978467,-0.65371506,-0.65630832,0.06358131,1.14745780,-1.39203651,0.82248814,-1.26203243,2.29603838,-1.53491989,-0.71570361,1.87687426,0.64803222,-0.08333424,1.94662345,-0.96269033,0.19015644,0.24504182,0.64384791,0.54144666
-1.60097004,1.25286095,-0.57135417,-0.16984387,-0.09626422,0.79079357,-0.36757366,0.25456467,-0.17318396,-2.01024699,-0.08234369,0.41092617,0.91242912,-0.51082288,-0.17028959,0.56907541,0.18421221,1.16149103,-0.79730063,-1.74244710,-0.16862619,0.94804290,1.20665369,0.90666984,0.69306581
0.37059707,0.51624587,0.66080723,0.48661711,-0.47508828,0.96064391,-0.17741738,-1.11646388,0.65655020,0.24307852,1.33266022,0.22761605,-0.76387720,-0.67248754,-1.39454602,0.70544240,-0.34701987,0.78144443,-0.96477084,-0.84654436,-0.50080964,-0.56635482,1.02990903,-1.22198213,-0.92234101
-0.04131705,0.73273455,-0.41506565,-0.36971935,1.32783137,1.13007944,0.85951278,-2.10583702,0.41179578,1.40690847,-0.86313764,0.99402804,0.08284638,0.69274030,-0.55553887,-2.12782471,-0.24197124,0.21470704,0.87700462,-0.82522592,-0.30712504,-0.42510469,0.47362029,1.48474529,0.78762161
-2.37255435,0.86682169,-0.58855459,-2.05020364,0.12673519,-1.34939051,0.61823591,0.19723123,-0.87212605,-1.74644394,1.38698233,0.15169926,-0.09606842,-0.59760113,-1.60845668,-0.11042617,-0.32663064,0.95326125,2.84224573,0.73232294,2.38377322,-1.41733328,-0.24413417,-1.05984916,0.06591413
0.14517991,-1.36462743,-1.31893264,1.08689965,1.14078708,-0.77399123,0.27574738,1.01861470,0.35530264,0.09941945,0.49540060,1.31015179,0.96556881,-1.30138921,1.66859624,-1.68737004,1.23119738,-0.78295098,-0.55419051,0.29682249,0.13735484,-0.30306316,2.08670380,0.29236544,1.01423919
-0.39322610,-0.03526184,0.58644986,-0.52951633,0.68523130,-0.16438528,-0.34414192,0.20674845,0.11208029,-1.84139148,1.08454159,0.79774659,-1.61933900,-0.33561619,0.51156504,0.14332622,0.61851147,1.35543988,0.73207881,0.79574271,1.40621491,-1.72057195,-0.25034177,0.58472799,-1.25082696
